fid,order_id,latitude,longitude,basket_value,delivery duration,profit,revenue,client_id
5520,10461672,40.220886294,29.006531797,343.4554,27.35,143.9065,339.8793,client_14531533
5521,80043184,40.267848214,28.946270272,778.7056,33.8,285.9486,740.6009,client_20692078
5522,76059631,40.21411389,28.936122134,112.2364,25.983333333,74.6523,153.2923,client_59303763
5523,51586636,40.18936312,29.054884985,221.6731,8.5,119.4159,240.2859,client_46897917
5524,13701492,40.188930015,29.045054018,283.8316,12.716666667,123.4917,291.0217,client_72329683
5525,54917996,40.185054999,29.140865877,593.7822,52.0,211.7421,598.5951,client_80133267
5526,97519821,40.226325641,28.830732442,383.8366,16.883333333,195.9539,416.9039,client_98198999
5527,42751252,40.223005971,28.915115409,893.7672,8.0,351.5054,857.232,client_83733658
5528,17759536,40.207810669,28.957905695,206.737,4.95,105.2054,225.7742,client_37962515
5529,45677355,40.214163816,28.99643831,331.4455,14.2,88.6541,281.4949,client_45648694
5530,53666744,40.232344049,28.916630186,127.7624,34.833333333,76.5957,140.2657,client_29621765
5531,63751206,40.183706926,29.114493057,450.9554,30.166666667,191.269,458.319,client_32643400
5532,53814164,40.221911325,28.837023564,190.9802,11.533333333,86.993,223.593,client_19186143
5533,51259067,40.177796912,29.087667279,217.2771,41.566666667,-5.8974,139.772,client_12047408
5534,86397507,40.219726843,28.848569803,924.9574,21.083333333,-46.0162,648.5764,client_10481970
5535,48691978,40.249956695,29.013216197,119.9109,26.833333333,58.6921,133.8421,client_18960873
5536,15829893,40.182091689,29.07530946,172.9059,26.083333333,93.3845,180.6485,client_25415960
5537,65276187,40.228601549,28.830080666,359.9827,23.116666667,126.3081,388.5798,client_87816359
5538,46686875,40.232796585,28.972039595,353.0099,6.633333333,172.1258,397.9948,client_32819605
5539,29420129,40.189772659,29.070498459,215.9109,39.5,81.1325,222.6425,client_65240747
5540,67301611,40.220862229,28.945667781,241.7975,20.95,109.1862,227.4982,client_70433309
5541,34095987,40.189689164,29.079094268,945.7893,31.716666667,263.8053,920.6227,client_78328688
5542,33107116,40.217353351,28.997516893,147.1188,20.283333333,78.9653,148.1759,client_39115093
5543,33121245,40.180052932,29.06160526,194.198,47.133333333,105.6709,205.8109,client_95726280
5544,70653082,40.231554918,28.866262995,379.4131,37.583333333,161.9889,360.2923,client_91863190
5545,23650203,40.228890544,28.869102113,504.02290000000005,23.033333333,166.8527,452.3287,client_43166847
5546,22532432,40.185059609,29.120866321,549.2574,68.216666667,140.8412,506.8847,client_39166718
5547,87968078,40.234042325,28.899246454,206.6614,21.833333333,98.2706,206.7576,client_48812595
5548,49330531,40.222463258,28.832904696,251.4059,29.983333333,103.391,213.9869,client_99690409
5549,72477377,40.219823358,28.941939846,978.9414,30.1,146.8269,696.3097,client_67356673
5550,82890099,40.2281501,28.8421593,188.6608,25.283333333,98.217,214.5577,client_59839653
5551,81162782,40.21488991,28.956051283,350.0594,6.783333333,149.4584,344.2463,client_74628354
5552,17519936,40.221389584,28.98751615,220.1485,16.516666667,103.4858,215.5601,client_87931510
5553,92977890,40.231253649,28.843272775,135.1188,27.2,90.4298,163.6248,client_55300561
5554,29694761,40.231324039,28.841391876,209.2617,28.883333333,103.7177,215.8627,client_67492044
5555,80463015,40.222595347,28.940316711,298.5149,22.583333333,115.2737,290.6019,client_16589593
5556,98258985,40.19287203,29.050460541,324.7271,41.316666667,142.0601,357.7799,client_57352317
5557,62288683,40.252622544,29.000126012,521.0594,17.833333333,128.1837,442.8595,client_74253390
5558,23628835,40.190802002,29.065268822,98.1016,22.35,77.6245,138.7145,client_82395144
5559,85636048,40.22267804,28.913219422,570.962,17.833333333,225.6898,558.0948,client_70909920
5560,21661309,40.217972141,28.847852312,554.9702,25.183333333,48.1675,381.2094,client_29755325
5561,68895432,40.264089029,28.939067313,582.7441,15.533333333,194.4644,479.5854,client_66383503
5562,98047307,40.259686357,28.952148668,267.4257,9.883333333,-153.5869,-4.5455,client_38772848
5563,24685970,40.229723476,28.836474381,95.0962,12.866666667,54.4966,131.7091,client_31045645
5564,46830261,40.190383249,29.05683361,309.1682,34.333333333,106.0935,299.1654,client_60284200
5565,41973178,40.179718133,29.11056295,385.1176,39.766666667,114.7152,414.185,client_95745037
5566,54841919,40.230841801,28.832819201,381.6831,20.233333333,107.2839,362.7356,client_87559779
5567,59677059,40.233942758,28.836790211,271.8986,17.416666667,119.6647,259.2491,client_94338853
5568,91735150,40.232240129,28.868093267,219.0602,31.8,102.6317,230.9009,client_63208558
5569,26477204,40.266710802,28.943411373,279.8309,18.683333333,136.1137,317.4437,client_44739070
5570,12226178,40.222492036,28.837884199,111.9307,18.733333333,50.2335,133.5435,client_34461871
5571,21031633,40.215968797,28.945887052,353.4824,8.65,138.2491,353.0381,client_67589211
5572,71674508,40.240629491,28.905636147,278.2673,14.7,104.9112,276.2618,client_22390247
5573,29427842,40.223621638,29.006011784,354.5149,14.1,151.8145,368.7218,client_86358908
5574,98844492,40.24252206,29.000914916,169.9109,5.983333333,80.3168,167.1382,client_80830106
5575,90760675,40.203130625,29.015807882,322.2186,5.15,137.9282,332.9982,client_13875612
5576,30895883,40.234757456,28.838880658,216.9313,8.8,88.2507,252.99869999999999,client_67215163
5577,43534888,40.2208013,28.833802566,760.451,10.016666667,200.4372,674.5542,client_53051988
5578,40772698,40.193159521,29.060620554,146.975,13.1,73.1383,118.8951,client_23935499
5579,90683208,40.199274053,29.005083615,324.7529,30.883333333,137.6056,319.985,client_22566544
5580,62477486,40.232824997,28.918385357,360.5347,4.833333333,171.2688,369.9835,client_38693709
5581,72510706,40.233517617,28.842433244,536.6187,8.4,155.0614,511.1491,client_26475087
5582,90706384,40.226657907,28.832224421,172.0494,14.95,93.3733,207.6333,client_39932852
5583,72369454,40.225445054,28.835433014,396.0574,17.116666667,182.222,392.6272,client_47957082
5584,96610168,40.231633755,28.968697228,116.2438,9.633333333,86.362,164.1901,client_35868862
5585,87029724,40.174383921,29.109626524,597.7745,60.4,142.4359,593.6195,client_47599355
5586,84279940,40.188648022,29.135389142,591.0792,25.8,68.65520000000001,379.7598,client_52811697
5587,15654144,40.211001015,28.990704753,144.495,41.4,88.4094,166.2053,client_13761365
5588,36058114,40.265136403,28.934680112,315.4851,22.25,153.2825,325.5525,client_54436016
5589,52208990,40.22323006,28.844190313,612.411,14.916666667,226.1072,534.8095,client_88049528
5590,85250268,40.220076293,28.917648755,146.1584,3.1,85.248,165.938,client_21124838
5591,67062775,40.228782523,28.838795833,379.4196,8.516666667,129.3214,373.2098,client_88676789
5592,13931974,40.194337159,28.945631001,324.802,5.15,63.9451,269.8123,client_40439919
5593,71905433,40.179118974,29.116376303,218.8218,56.333333333,110.9784,237.9585,client_58185638
5594,46367294,40.207704589,29.018731904,302.8333,12.25,192.6183,340.1583,client_97714434
5595,81232765,40.174746413,29.108332694,352.396,59.633333333,82.0484,328.9584,client_41412619
5596,50313535,40.195996887,28.952974118,246.4059,12.65,27.4097,164.7191,client_77787403
5597,97153459,40.256368577,29.004778638,259.9422,17.733333333,109.4415,258.0897,client_20680667
5598,18961505,40.262600761,29.012124874,157.4917,20.966666667,97.0145,177.1045,client_36687186
5599,56637574,40.173051007,29.077811837,296.4653,20.033333333,141.094,314.4247,client_25889932
5600,99090991,40.229669722,28.846202753,153.0792,20.016666667,86.5521,173.6921,client_30714690
5601,84439445,40.2241854,28.967011,367.4059,6.283333333,66.555,175.57,client_22163325
5602,79781161,40.199605208,29.011308476,490.1782,6.35,119.8566,304.5716,client_40601924
5603,74998220,40.216596048,28.982762396,135.0213,7.066666667,86.4749,163.4249,client_89753515
5604,74303377,40.19616207,29.015250988,634.5343,6.516666667,214.6451,603.3646,client_83029327
5605,35873262,40.216829282,28.972212339,517.5545,4.333333333,199.4664,502.306,client_41728575
5606,85602421,40.194848535,29.064913765,1006.7426,24.966666667,41.4611,579.7337,client_31750162
5607,67262765,40.232187401,28.834068105,182.1584,7.266666667,85.0453,191.0628,client_96366832
5608,16200354,40.2527965,28.9985785,1524.4143,25.433333333,424.3641,1384.0671,client_85886981
5609,27197835,40.209563073,28.932831064,845.9452,9.25,205.1388,765.7729,client_49754007
5610,68146969,40.21228428,28.954892568,405.896,6.783333333,120.8562,378.2967,client_16202628
5611,46460321,40.223500297,28.845398426,146.4917,7.25,90.88,164.65,client_75867551
5612,72254042,40.249982028,28.962019198,230.3663,17.15,104.3926,232.6326,client_89789964
5613,22937285,40.212978391,28.976364322,160.3465,18.15,93.8296,178.0123,client_84373737
5614,82280579,40.205308472,29.002593309,201.396,10.75,-45.0271,75.9881,client_38154560
5615,14736110,40.221196825,28.961719126,267.297,5.0,132.8174,302.9374,client_59508886
5616,24725761,40.175796479,29.076834172,124.5446,42.416666667,71.5919,158.3029,client_12760324
5617,56805663,40.25835384,28.967841603,227.3167,12.383333333,65.9753,164.4379,client_41110233
5618,62436105,40.251437792,29.013112597,759.3168,31.766666667,100.9331,680.4231,client_28124300
5619,56082598,40.205178392,29.019725919,1021.3069,15.7,288.0283,829.4543,client_73173499
5620,89531131,40.223333389,28.842891902,527.0493,13.5,185.2978,522.9584,client_97637940
5621,37861760,40.214799277,28.967047334,128.7228,6.583333333,60.1681,151.7581,client_79142189
5622,57370923,40.194965062,29.015118219,424.3566,5.733333333,178.4809,425.2633,client_61882193
5623,92680198,40.230787536,28.846329153,222.9675,13.166666667,105.4722,226.3502,client_42659481
5624,99021154,40.218496713,29.012510106,111.7426,17.866666667,84.4154,155.3554,client_36398723
5625,45030611,40.25145468,28.965536579,297.3267,17.266666667,133.523,321.895,client_52619951
5626,89876341,40.191004591,29.063773155,171.4455,45.716666667,81.1429,171.1079,client_37432200
5627,96391450,40.207512878,28.997676149,391.396,9.366666667,173.3556,444.1756,client_12457496
5628,69160109,40.181336783,29.117679857,805.3,43.933333333,181.3707,519.7758,client_59039173
5629,95009823,40.2296882,28.9090818,408.9081,9.3,100.087,323.3431,client_70005026
5630,75154321,40.228729024,28.848706931,199.5533,6.916666667,97.8403,225.3978,client_84683684
5631,16526557,40.223674116,29.010941014,524.5402,34.816666667,172.9951,510.0951,client_14886484
5632,40889201,40.224883673,28.849017061,234.0792,8.266666667,102.0647,239.3153,client_34901635
5633,84724315,40.190292327,29.094764404,477.0198,61.133333333,198.6189,492.9289,client_44364134
5634,98340453,40.185864393,29.136382565,1394.376,43.433333333,113.1258,926.3515,client_66456568
5635,12471421,40.23000709,28.841752633,231.7729,10.316666667,67.9864,205.2662,client_38468320
5636,34654206,40.254172414,28.934390098,134.80200000000002,11.75,74.9689,146.909,client_54192555
5637,72354357,40.229778509,28.987501524,141.495,19.8,96.5679,178.1079,client_53385670
5638,44937691,40.201354751,28.957836293,318.9563,8.033333333,128.3804,376.1904,client_71582175
5639,83652682,40.252360518,28.959497251,655.4653,13.783333333,229.2815,617.0715,client_50487411
5640,23098400,40.218723796,28.848251291,339.981,26.15,108.4174,359.8757,client_38245214
5641,58275205,40.21118434,28.967168704,806.4339,22.716666667,230.9369,755.4876,client_71300836
5642,31517293,40.220097798,28.840536587,437.8035,19.066666667,205.7649,467.2499,client_94956642
5643,62762300,40.224374254,28.896138445,557.9653,12.416666667,170.558,504.2621,client_73520742
5644,96834953,40.213527837,28.990886472,421.1709,10.633333333,165.2772,427.6473,client_29777803
5645,15523442,40.196931549,28.958433142,299.6417,14.966666667,189.6712,348.4212,client_59360374
5646,82512156,40.230947771,28.973378688,124.3366,3.933333333,84.8229,154.2829,client_15608066
5647,37910172,40.221580572,28.92469693,122.75,6.733333333,62.4538,125.9045,client_37220232
5648,10463250,40.236304664,28.837843649,148.9403,10.283333333,87.3369,180.5077,client_53981921
5649,91971168,40.2076909,28.958298,674.0693,15.433333333,30.1598,282.1054,client_55097624
5650,24839991,40.268928048,28.93935822,148.6832,42.416666667,38.316,158.296,client_84791384
5651,77171065,40.204503151,29.003224298,379.25,9.1,234.2895,409.0295,client_82601181
5652,97724218,40.2350169,28.9845055,226.7327,20.616666667,78.9182,235.9663,client_57386620
5653,53728757,40.190973089,28.947162442,145.6634,10.983333333,56.2364,142.6964,client_21881678
5654,15220652,40.197022551,28.937819637,269.9111,8.316666667,89.1491,232.0711,client_34402436
5655,53833543,40.212849862,28.982171305,279.9863,16.9,152.9771,327.3871,client_25060519
5656,28033376,40.188523288,29.073983319,235.7624,24.383333333,119.5198,240.3278,client_30630043
5657,48832055,40.21207049,28.809388094,102.7723,40.383333333,76.3151,154.3851,client_52193976
5658,69518010,40.223605766,28.968972825,270.5291,3.416666667,126.1223,279.6945,client_88503303
5659,55051138,40.221209114,28.849036507,634.9124,24.183333333,127.3118,606.2433,client_42550844
5660,83032465,40.198476636,29.001929797,942.505,9.766666667,33.2435,500.5795,client_85897026
5661,67076044,40.227953162,28.82708028,368.3762,15.1,159.3591,390.9891,client_93139196
5662,50190926,40.186228361,29.088674113,459.2376,13.966666667,135.8752,424.1072,client_19488162
5663,60909616,40.235710868,28.989126272,149.1259,7.7,88.2544,165.1744,client_23769517
5664,78800958,40.220773652,28.837110735,357.396,12.283333333,87.7101,308.3226,client_16395780
5665,81952907,40.171376565,29.073918611,694.2653,35.866666667,188.093,562.7442,client_94550220
5666,85196059,40.181967941,29.062762298,151.458,31.683333333,70.7917,183.8917,client_42265209
5667,91122031,40.229121175,28.833153807,166.4266,11.516666667,82.8901,199.0301,client_38792138
5668,69409581,40.228625866,28.850171417,675.9065,19.633333333,201.3553,506.9494,client_68466640
5669,52142874,40.232847521,28.834084868,314.8447,22.833333333,142.2138,320.7538,client_26073105
5670,32132420,40.176863947,29.061743058,120.396,33.383333333,58.6443,132.2723,client_42133040
5671,52284170,40.197297595,28.966800235,275.1485,12.0,143.8227,267.3427,client_54128891
5672,97155540,40.251124328,28.991664983,363.3688,28.833333333,17.8847,251.5772,client_60959558
5673,71117237,40.207351564,28.988286406,237.0637,11.45,114.2385,227.4305,client_22434868
5674,65477821,40.25992328,28.937472962,269.1089,30.066666667,142.7745,297.8406,client_75655164
5675,14725742,40.235595435,28.838077337,916.0583,23.4,249.1853,799.1189,client_45232894
5676,71089067,40.195706984,29.009328336,159.0594,5.0,90.4249,174.3549,client_47230600
5677,44286944,40.268436356,28.946217969,521.5049,56.716666667,185.2941,440.6396,client_56097801
5678,23661589,40.203098104,28.985322565,411.4216,13.816666667,117.3022,274.6582,client_54575207
5679,13033003,40.227207497,28.833144084,557.0936,21.216666667,86.0538,483.5153,client_70855257
5680,53362312,40.20877547,28.990976997,318.8515,13.316666667,26.5091,159.2826,client_24347845
5681,52281536,40.19575846,29.049449489,272.4347,18.5,145.1536,299.4002,client_13406186
5682,53072682,40.200136836,29.026970565,137.7822,23.233333333,71.8209,140.6409,client_71891123
5683,65290359,40.193614112,29.062645622,415.2277,13.866666667,141.5747,433.4247,client_33366112
5684,71611566,40.225765804,28.845679052,364.3806,23.233333333,102.9895,326.2884,client_39771628
5685,97484448,40.218357954,28.825555444,107.017,30.966666667,58.4599,135.6299,client_26714238
5686,13665080,40.232651201,28.834260218,97.8515,24.05,50.2506,112.7606,client_90447164
5687,58341349,40.233457979,28.83462768,242.5743,17.733333333,121.7289,245.9882,client_56920941
5688,22296179,40.19769044,28.963475637,312.6666,6.183333333,167.7012,322.1735,client_64700272
5689,72940610,40.229465457,28.845925815,161.8815,16.166666667,106.071,197.4035,client_51881950
5690,36763015,40.221323547,28.849698007,166.5129,22.683333333,85.134,153.6348,client_75341654
5691,98666825,40.241051261,28.998194151,350.4851,9.916666667,16.9912,205.4888,client_67740256
5692,23100235,40.196926048,29.036083418,1532.604,16.85,474.3976,1413.7516,client_30739274
5693,86943792,40.189258366,29.117215835,286.5889,80.1,105.2165,291.7084,client_52234977
5694,32228331,40.220509199,29.011749364,114.4257,17.633333333,73.4186,138.0386,client_77275762
5695,47724194,40.191368532,29.124767929,286.2178,65.516666667,151.5431,285.4931,client_66082700
5696,70113717,40.221353499,28.916534632,281.8399,6.816666667,125.9126,254.4981,client_84813640
5697,18848583,40.217008495,28.953382149,171.4824,12.2,100.0031,203.8831,client_89839152
5698,37191365,40.214436742,28.974948786,131.099,38.616666667,86.8211,149.2086,client_89303350
5699,19530645,40.221490972,28.842891566,174.5149,14.866666667,78.301,191.6565,client_60191229
5700,54395920,40.198776771,28.988177441,176.9901,9.033333333,82.0847,193.1687,client_93954318
5701,68476590,40.200904566,28.962712549,181.6832,10.783333333,90.2327,214.4627,client_98909566
5702,87754802,40.199210325,29.021826424,176.2277,12.933333333,86.6851,186.6791,client_79784551
5703,51782426,40.218123446,28.908861168,277.503,6.433333333,130.4271,316.7371,client_13745651
5704,69338079,40.250415511,29.011052325,231.617,32.05,3.1228,148.0347,client_78152793
5705,14071487,40.227720991,28.906642646,200.8713,19.35,99.807,189.0629,client_52726009
5706,28618697,40.202348068,29.032392651,249.4301,20.383333333,123.2469,261.2492,client_62245771
5707,78315339,40.238370028,28.905433756,596.4752,26.216666667,151.1268,457.9935,client_67233534
5708,66140945,40.22091983,28.925093226,280.6238,25.316666667,114.2012,287.6162,client_66308376
5709,49032093,40.266276144,29.01587829,827.3906,32.166666667,325.4735,774.5054,client_51972119
5710,61871986,40.178982099,29.064592553,523.4752,9.616666667,209.7654,513.5184,client_90270027
5711,64044881,40.219660281,28.839910962,130.2226,14.333333333,83.1454,150.3494,client_85148928
5712,95852300,40.211401974,28.946610577,219.8182,32.916666667,99.441,184.4068,client_15445649
5713,83063843,40.216328763,28.951078467,231.2517,9.633333333,121.784,266.124,client_85004848
5714,27852861,40.222221596,28.842282034,303.8241,29.633333333,131.7231,316.8951,client_36708973
5715,13539867,40.225451197,28.891017772,329.2772,12.75,158.3654,343.1054,client_21307779
5716,64322106,40.225576887,28.840422928,148.5248,14.983333333,65.2407,143.1089,client_73234212
5717,83949061,40.226153364,28.843972832,386.1809,19.3,65.66,382.127,client_14742453
5718,34870142,40.231744587,28.86556562,125.1493,33.7,59.1016,131.6026,client_85877692
5719,54948410,40.220732691,28.945944048,188.8364,9.116666667,98.3599,218.2644,client_24256241
5720,68063979,40.266627912,28.936308883,282.9404,20.3,156.1331,324.5731,client_31040160
5721,18827639,40.198991627,28.953037821,675.7129,9.95,106.5881,403.959,client_60850333
5722,94791321,40.258700276,28.957802765,605.7671,15.116666667,162.1373,543.5435,client_14837484
5723,50664894,40.175091228,29.069899321,185.1485,23.916666667,82.321,199.6362,client_99985261
5724,21891807,40.212994777,28.812349588,537.5489,30.716666667,151.748,441.3102,client_20950348
5725,68225764,40.204023026,28.985534795,171.0792,13.433333333,97.8592,205.7498,client_42975805
5726,91194793,40.222256923,28.910752125,231.2159,4.916666667,125.963,216.645,client_48799241
5727,63236274,40.224641507,29.010419659,249.5607,35.983333333,104.6645,263.4765,client_65581749
5728,19789694,40.222602009,28.91423665,318.5545,13.333333333,73.4451,294.0111,client_74486605
5729,58805230,40.231819328,28.978669681,252.29700000000003,7.816666667,134.8754,283.6354,client_43443684
5730,95846503,40.231278989,28.917412721,138.4356,1.733333333,84.1852,186.2152,client_70933526
5731,19593393,40.221086007,28.86905127,210.7525,25.166666667,108.4894,221.8589,client_99427448
5732,78384737,40.21245338,28.961296678,417.8515,17.483333333,173.1497,406.9277,client_37966506
5733,98143896,40.227577387,28.844800293,412.3366,10.2,135.6399,361.5308,client_50478813
5734,80356761,40.250599497,28.990115337,277.802,32.7,100.3474,249.6882,client_66375740
5735,61777883,40.206252568,29.027839266,325.7577,12.066666667,107.8078,282.1918,client_35731327
5736,84289413,40.228452823,28.840748625,822.5738,25.933333333,210.1135,634.8726,client_85771756
5737,48700384,40.257990003,28.94046396,623.4257,51.5,240.7431,590.4545,client_24731285
5738,57131921,40.264444618,28.955897056,727.0526,33.6,189.5742,507.339,client_26798211
5739,91109197,40.209550783,28.964190446,876.4397,12.883333333,165.3378,687.7089,client_91871909
5740,30236127,40.223282958,28.840908743,350.6484,13.15,65.69200000000001,273.947,client_98986169
5741,89722417,40.229638494,28.969949149,166.3734,6.766666667,114.0642,210.7742,client_21655454
5742,69540297,40.196850199,28.94365076,255.33659999999998,12.816666667,90.2658,252.0658,client_71926804
5743,70534996,40.217073941,28.953460522,207.9109,17.566666667,99.5533,184.2692,client_90596295
5744,50259442,40.233466426,28.839844912,106.7921,16.133333333,74.2049,145.4049,client_31335504
5745,94115904,40.209055587,28.954333328,141.3861,19.166666667,99.4262,185.3267,client_84277072
5746,21943137,40.254832605,29.003677899,317.6733,44.033333333,128.8591,227.6609,client_70585126
5747,42124169,40.257928596,28.937313706,698.1714,67.683333333,205.3007,615.9387,client_80686792
5748,66946979,40.190895741,29.090820551,191.2213,22.55,108.8433,231.7433,client_62517494
5749,67355108,40.236972166,28.905914091,661.0693,16.083333333,229.0199,654.5199,client_85734720
5750,76290115,40.250290123,29.003949836,168.0693,36.983333333,87.327,201.299,client_93181158
5751,73416173,40.201899426,28.968980536,235.7695,20.116666667,99.4587,246.0787,client_39144369
5752,79471515,40.237647084,28.998417109,131.81189999999998,53.666666667,75.5993,151.8793,client_61648717
5753,94244413,40.194352976,28.949902318,474.8743,12.55,159.8794,481.5294,client_86598624
5754,43842151,40.228758461,28.84046182,142.5446,19.733333333,47.0946,127.4491,client_29387512
5755,27778018,40.232368877,28.868538514,380.1178,39.433333333,168.9603,388.7901,client_57144951
5756,68248068,40.219014369,28.984159827,381.621,9.933333333,189.9372,432.5672,client_10644263
5757,68542969,40.218677458,28.910407126,301.6733,6.416666667,135.0258,235.8276,client_55393779
5758,63179495,40.223881726,28.988695778,658.7228,29.016666667,310.0941,654.4239,client_12462532
5759,14099674,40.216898919,28.995041214,698.4986,20.3,186.0345,509.7189,client_66423722
5760,40862413,40.186788525,28.938610889,228.5842,10.7,124.0899,210.7758,client_20452215
5761,76759402,40.180622112,28.946762793,242.6931,23.65,101.3846,254.5064,client_32782734
5762,28938132,40.213465365,28.935833462,192.1089,7.95,13.1686,118.8786,client_95358824
5763,16262915,40.195207077,28.958034776,762.7624,29.316666667,72.9719,532.0502,client_50193546
5764,49777664,40.227110993,28.827631474,394.3083,6.066666667,140.9105,347.8799,client_47141237
5765,14727562,40.208554499,29.019099958,363.3465,12.116666667,173.8961,390.1261,client_58091039
5766,58317810,40.225803946,28.840411864,100.6192,7.7,87.3966,149.6866,client_88659910
5767,59425616,40.243917588,28.997864909,513.1158,28.833333333,221.761,498.6883,client_12021758
5768,19856071,40.209516985,28.976633884,237.4653,36.116666667,123.5545,280.8579,client_59857768
5769,25413659,40.230527002,28.973186637,394.8911,3.566666667,133.6866,333.9368,client_31999833
5770,10704936,40.190496198,29.061601907,158.1683,25.5,77.429,148.8279,client_50476960
5771,42926692,40.19564552,29.050460346,568.1442,34.916666667,20.5161,458.8456,client_40342035
5772,59140839,40.206907564,28.994366303,299.7074,11.133333333,155.6883,334.8543,client_41666219
5773,93493975,40.201417746,28.955437392,728.7804,13.666666667,300.1813,677.0361,client_61265275
5774,31094996,40.218622159,28.821135499,171.0455,16.716666667,90.5236,187.4774,client_85983523
5775,67130751,40.201828237,28.96908246,1111.3667,21.15,352.5071,833.4841,client_40238742
5776,51192436,40.23320791,28.834798336,149.6238,22.433333333,65.8073,147.1891,client_83196996
5777,92925061,40.224103671,28.836361729,354.9089,10.516666667,151.0435,327.248,client_59832248
5778,30743374,40.2047121,28.808639087,303.2249,38.2,10.9854,195.7814,client_18590264
5779,68423379,40.2208398,28.8477688,206.8009,10.416666667,88.9983,245.8683,client_49539784
5780,71018021,40.224173813,29.006111696,591.5555,14.333333333,159.7761,482.5199,client_58150306
5781,97215359,40.21915081,28.990861737,129.6436,8.8,77.1718,162.4438,client_34366223
5782,48817429,40.193143643,28.955077641,368.1024,6.983333333,153.7435,403.7375,client_85961571
5783,94305236,40.259501628,29.018211141,164.3168,28.233333333,60.6203,173.501,client_65638950
5784,31070045,40.223606278,28.894671611,159.297,16.75,88.4033,176.2073,client_51247135
5785,51904000,40.218942686,28.97308968,357.5743,3.716666667,196.2105,380.5205,client_45567559
5786,78602719,40.216133419,28.953566551,110.7624,10.116666667,37.2707,111.9407,client_97278220
5787,42137219,40.177076055,29.084258527,296.8515,70.2,17.9438,239.1764,client_43140878
5788,32766880,40.220174856,28.927641325,162.2772,18.616666667,75.8742,174.3142,client_76929610
5789,73599133,40.215777548,28.951235376,93.9505,22.816666667,70.2846,139.1846,client_52810235
5790,74413200,40.262600761,29.012124874,119.8614,46.933333333,78.5242,138.4742,client_36687186
5791,78705533,40.242160697,28.999224119,521.6732999999999,9.433333333,186.1965,504.1635,client_65872545
5792,86588465,40.213022429,28.984083384,170.3663,14.516666667,93.6723,193.3423,client_66538143
5793,39802258,40.273862419,28.938256502,1345.1812,15.616666667,487.7991,1284.4751,client_30038448
5794,88771213,40.214048859,29.000364393,399.7327,24.75,4.9917,260.7566,client_96814579
5795,96846575,40.172908312,29.073261134,344.7812,12.333333333,147.7474,363.8339,client_41030044
5796,16971370,40.223215119,28.957709223,1132.2782,17.1,293.8173,961.3286,client_69051885
5797,71856531,40.180327789,29.081628285,303.9109,18.533333333,108.5184,287.2384,client_61481375
5798,65755324,40.259746483,29.014141224,177.099,61.933333333,82.7613,202.4683,client_21594560
5799,41460719,40.191743227,28.951192796,193.0297,5.05,104.544,210.8009,client_43906607
5800,11036319,40.22154038,28.912987076,835.8481,17.316666667,322.5416,767.3843,client_36260627
5801,46883841,40.220144647,28.839391619,499.4191,39.0,54.5691,507.3282,client_42301034
5802,44010461,40.221601564,28.844513968,300.8553,16.933333333,63.695499999999996,280.1105,client_48874302
5803,57296538,40.227725342,28.82751748,259.5446,20.6,125.8812,263.8307,client_38105256
5804,75292222,40.251476687,28.959735967,173.1287,8.333333333,88.5606,178.8892,client_47811856
5805,13949406,40.202499,28.804677,129.1491,28.45,49.2723,133.3848,client_27561481
5806,22948417,40.23212853,28.841425739,204.297,17.05,111.8115,235.7614,client_54147895
5807,83213262,40.220977431,28.95524729,134.0891,6.733333333,107.5799,184.4899,client_58760974
5808,30525487,40.247313772,29.01121024,314.2456,26.133333333,107.2211,299.9091,client_99915089
5809,82212143,40.22218806,28.834552914,380.72,7.083333333,188.4475,379.4903,client_37817725
5810,49313462,40.228376547,28.840935901,244.49939999999998,9.7,74.8463,233.2571,client_70059277
5811,49387798,40.183081675,29.068136774,164.8317,24.716666667,60.9234,150.3942,client_43798807
5812,87898499,40.2490628,29.0083996,297.495,14.833333333,136.4064,312.6416,client_38382943
5813,85640067,40.25147899,28.959544525,663.9406,37.533333333,138.1856,626.0131,client_86235425
5814,22028543,40.222936059,28.85919867,151.4653,17.133333333,68.9426,152.5926,client_31428262
5815,40114390,40.228059137,28.846170902,3429.1549,59.716666667,1038.1136,3324.1808,client_42445059
5816,18002737,40.217292373,28.950853711,144.495,9.533333333,65.5415,147.5608,client_12039656
5817,19271566,40.178296434,29.133543447,1311.2677,74.933333333,457.3395,1147.7094,client_41746528
5818,58729469,40.23271775,28.841709718,221.505,35.916666667,105.0759,242.4209,client_37432595
5819,78514686,40.227102546,28.838294595,156.4851,6.55,90.6172,144.7722,client_51412642
5820,55914177,40.216391488,28.910663947,277.0323,6.066666667,117.0326,279.7029,client_23960939
5821,31707521,40.206118137,28.988155983,267.0015,14.6,119.0303,261.2356,client_62721318
5822,24592425,40.266547837,28.94609157,1163.6345,14.716666667,413.7216,1096.4209,client_81484020
5823,28828005,40.253868174,29.006093256,171.1485,12.516666667,79.5114,212.7614,client_94375186
5824,46794699,40.182337053,29.048717916,416.4697,14.416666667,196.2845,429.0485,client_77219270
5825,73003913,40.224545767,28.91454611,222.6436,3.533333333,101.0238,243.9944,client_70170621
5826,61455337,40.222052892,28.915788308,108.8812,0.783333333,-86.8255,2.4545,client_20885126
5827,13570131,40.239121284,28.986475579,459.7914,18.883333333,153.4705,472.7005,client_79616752
